#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2016-10-26T21:16:10 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ58111cd1150b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=21	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/445/423&tab:{J/A+A/445/423/table2}&tab:{J/A+A/445/423/cep}&key:source=J/A+A/445/423&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-x.rs=10
#-source=J/A+A/445/423/table2,J/A+A/445/423/cep
#-order=I
#-out=Cl
#-out=RAJ2000
#-out=DEJ2000
#-out=RPer
#-out=RSig
#-out=IPer
#-out=ISig
#-out=Ramp
#-out=Iamp
#
#INFO	CatalogsExamined=2	
#  2 catalogues with potential matches were examined.
#

#RESOURCE=yCat_34450423
#Name: J/A+A/445/423
#Title: WeCAPP Survey. M31 variables (Fliri+, 2006)
#Table	J_A_A_445_423_table2:
#Name: J/A+A/445/423/table2
#Title: Variables in Group 1-3
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data)	[ucd=pos.eq.dec]
#Column	Cl	(A3)	Classification (3)	[ucd=meta.code;src.var]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	RPer	(F9.4)	? Period derived from R band data	[ucd=time.period]
#Column	RSig	(F6.2)	? -log10 of significance of RP (1)	[ucd=stat.fit.goodness]
#Column	IPer	(F9.4)	? Period derived from I band data	[ucd=time.period]
#Column	ISig	(F6.2)	? -log10 of significance of IP (1)	[ucd=stat.fit.goodness]
#Column	Ramp	(F6.2)	Amplitude in broad-band R filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.R]
#Column	Iamp	(F6.2)	Amplitude in broad-band I filter (2)	[ucd=arith.rate;src.var.amplitude;em.opt.I]
_RAJ2000;_DEJ2000;Cl;RAJ2000;DEJ2000;RPer;RSig;IPer;ISig;Ramp;Iamp
010.81854;+41.30561;I  ;00 43 16.45;+41 18 20.20; 328.3600;  9.12; 328.3600; 17.09;  0.53;  2.33
010.53963;+41.30353;S  ;00 42 09.51;+41 18 12.70; 140.8500; 21.94; 143.4700; 23.15;  0.56;  1.39
010.84842;+41.30500;I  ;00 43 23.62;+41 18 18.00; 446.9600; 13.72; 453.9100; 14.65;  0.53;  2.56
010.74550;+41.30497;S  ;00 42 58.92;+41 18 17.90; 311.7700; 17.67; 308.6600; 33.50;  0.80;  3.02
010.64996;+41.30486;I  ;00 42 35.99;+41 18 17.50; 147.5900;  2.09; 146.1900; 11.97;  0.69;  1.95
010.78821;+41.30406;S  ;00 43 09.17;+41 18 14.60; 152.0500; 35.49; 153.5600; 20.78;  0.79;  1.56
010.73471;+41.30492;S  ;00 42 56.33;+41 18 17.70; 259.3700; 20.46; 259.3800; 30.04;  0.76;  3.12
010.77696;+41.30475;S  ;00 43 06.47;+41 18 17.10; 296.7800; 17.15; 296.7900; 34.15;  0.77;  2.63
010.71583;+41.30517;I  ;00 42 51.80;+41 18 18.60; 221.8700; 16.84; 220.4700; 19.63;  0.60;  2.10
010.63358;+41.30450;S  ;00 42 32.06;+41 18 16.20; 246.5700; 20.00; 250.5900; 32.10;  0.62;  2.23
010.82262;+41.30542;I  ;00 43 17.43;+41 18 19.50;  77.3600;  7.00;  77.7500;  5.75;  0.47;  1.02
010.66200;+41.30436;S  ;00 42 38.88;+41 18 15.70; 147.5900; 27.79; 150.4700; 25.03;  0.90;  2.01
010.59862;+41.30439;S  ;00 42 23.67;+41 18 15.80; 228.4900; 12.08; 231.9300; 21.26;  0.46;  1.95
010.69800;+41.30383;S  ;00 42 47.52;+41 18 13.80; 178.4100; 29.68; 176.3800; 17.25;  1.28;  2.94
010.61167;+41.30411;S  ;00 42 26.80;+41 18 14.80; 239.1200; 29.96; 237.2800; 39.33;  0.62;  2.31
010.53500;+41.30403;S  ;00 42 08.40;+41 18 14.50; 405.8700; 13.73; 411.2900; 23.05;  0.46;  3.19
010.50983;+41.30386;S  ;00 42 02.36;+41 18 13.90; 277.8900; 24.02; 272.9800; 39.80;  0.53;  1.97
010.76517;+41.30519;S  ;00 43 03.64;+41 18 18.70; 214.3400; 26.27; 214.3500; 22.82;  0.89;  2.48
010.74971;+41.30517;I  ;00 42 59.93;+41 18 18.60; 225.2900; 17.14; 230.3400; 19.93;  0.66;  1.95
010.56771;+41.30256;S  ;00 42 16.25;+41 18 09.20; 226.8100; 22.83; 226.4500; 29.55;  0.96;  2.41
010.74654;+41.30514;S  ;00 42 59.17;+41 18 18.50; 223.6600; 17.25; 226.9500; 31.55;  0.67;  2.77
010.72083;+41.30500;I  ;00 42 53.00;+41 18 18.00; 104.2800; 10.97; 104.2800; 10.97;  0.75;  2.21
010.84779;+41.30447;S  ;00 43 23.47;+41 18 16.10; 179.3000; 26.75; 179.8200; 24.78;  0.68;  1.50
010.68321;+41.30483;S  ;00 42 43.97;+41 18 17.40; 259.2100; 27.32; 261.4100; 35.36;  0.94;  3.70
010.81692;+41.30439;S  ;00 43 16.06;+41 18 15.80; 188.2000; 31.07; 185.6600; 21.05;  1.06;  2.06
010.54354;+41.30456;S  ;00 42 10.45;+41 18 16.40; 335.2800;  8.94; 335.2900; 31.98;  0.40;  2.06
010.75712;+41.30461;S  ;00 43 01.71;+41 18 16.60; 190.5300; 30.83; 188.2100; 29.06;  0.92;  2.42
010.79746;+41.30389;S  ;00 43 11.39;+41 18 14.00; 204.4100; 26.76; 201.7400; 26.18;  0.68;  2.03
010.69625;+41.30500;I  ;00 42 47.10;+41 18 18.00; 112.6500; 18.78; 113.0600;  8.64;  0.77;  1.91
010.78029;+41.30539;S  ;00 43 07.27;+41 18 19.40; 146.9800; 23.84; 148.3900; 13.83;  0.63;  1.28
010.84704;+41.30600;S  ;00 43 23.29;+41 18 21.60; 311.7700;  8.85; 302.6100; 32.37;  0.49;  1.67
010.81379;+41.30458;S  ;00 43 15.31;+41 18 16.50; 248.9100; 31.98; 248.9200; 33.44;  1.02;  2.96
010.71550;+41.30442;S  ;00 42 51.72;+41 18 15.90; 371.8700; 20.83; 381.0600; 30.46;  0.72;  3.29
010.64671;+41.30475;S  ;00 42 35.21;+41 18 17.10; 308.4700; 14.30; 308.4700; 28.98;  0.84;  2.41
010.73267;+41.30419;S  ;00 42 55.84;+41 18 15.10; 308.6600;  8.84; 308.6600; 25.72;  0.71;  2.45
010.78737;+41.30478;S  ;00 43 08.97;+41 18 17.20; 447.3200; 20.32; 453.9100; 31.71;  0.89;  4.21
010.82946;+41.30486;S  ;00 43 19.07;+41 18 17.50; 239.2700; 28.98; 239.2700; 33.61;  0.67;  2.10
010.75683;+41.30531;S  ;00 43 01.64;+41 18 19.10; 335.4900; 13.51; 346.8100; 29.16;  0.70;  3.21
010.63062;+41.30436;S  ;00 42 31.35;+41 18 15.70; 350.5300; 18.39; 350.5300; 32.29;  0.68;  3.30
010.72258;+41.30514;S  ;00 42 53.42;+41 18 18.50; 199.1300; 20.48; 197.5600; 25.29;  0.77;  2.31
010.61437;+41.30492;I  ;00 42 27.45;+41 18 17.70; 102.1400; 18.40;  99.5100;  4.66;  0.53;  1.39
010.76221;+41.30472;S  ;00 43 02.93;+41 18 17.00; 228.6300; 17.93; 232.0700; 26.59;  0.64;  1.87
010.80379;+41.30461;I  ;00 43 12.91;+41 18 16.60;  96.1500; 13.86;  96.1500; 13.86;  0.53;  1.81
010.78125;+41.30492;S  ;00 43 07.50;+41 18 17.70; 200.4200; 25.19; 204.4100; 20.99;  0.85;  1.87
010.73892;+41.30461;S  ;00 42 57.34;+41 18 16.60; 381.0500; 18.48; 367.4500; 25.05;  1.00;  4.01
010.65308;+41.30464;S  ;00 42 36.74;+41 18 16.70; 338.9700; 20.01; 324.7000; 30.05;  0.91;  3.52
010.57050;+41.30450;I  ;00 42 16.92;+41 18 16.20;         ;      ;         ;      ;  0.45;  1.15
010.69529;+41.30456;S  ;00 42 46.87;+41 18 16.40; 152.8000; 36.01; 152.8000; 20.28;  1.24;  3.49
010.54904;+41.30439;S  ;00 42 11.77;+41 18 15.80; 171.3700; 14.83; 172.3300; 21.32;  0.42;  1.30
010.62871;+41.30453;S  ;00 42 30.89;+41 18 16.30; 155.0100; 26.46; 154.2300; 13.86;  0.70;  1.75
010.64600;+41.30419;S  ;00 42 35.04;+41 18 15.10; 324.7000; 22.78; 321.3200; 37.03;  0.89;  3.71
010.59267;+41.30394;S  ;00 42 22.24;+41 18 14.20; 201.6100; 38.38; 202.9400; 39.62;  0.97;  2.68
010.52412;+41.30383;S  ;00 42 05.79;+41 18 13.80; 189.2400; 34.08; 190.4100; 32.04;  0.56;  1.46
010.61512;+41.30372;S  ;00 42 27.63;+41 18 13.40; 199.0100; 31.27; 199.0100; 32.14;  1.07;  2.64
010.67279;+41.30439;S  ;00 42 41.47;+41 18 15.80; 296.6000; 23.60; 302.4200; 35.10;  0.78;  3.35
010.66675;+41.30467;S  ;00 42 40.02;+41 18 16.80; 288.2800; 12.95; 296.6000; 21.29;  0.69;  3.35
010.83250;+41.30475;S  ;00 43 19.80;+41 18 17.10; 280.5900; 25.05; 283.1700; 30.68;  1.43;  4.28
010.81112;+41.30497;S  ;00 43 14.67;+41 18 17.90; 321.5100; 18.07; 314.9600; 34.03;  0.55;  2.56
010.65233;+41.30436;I  ;00 42 36.56;+41 18 15.70; 191.5900; 16.12; 195.2300; 16.86;  0.82;  2.35
010.72717;+41.30406;S  ;00 42 54.52;+41 18 14.60; 169.5900; 32.93; 170.5300; 26.02;  1.43;  2.25
010.69346;+41.30492;S  ;00 42 46.43;+41 18 17.70; 182.6400; 21.57; 182.6400; 15.99;  0.96;  2.31
010.65962;+41.30478;S  ;00 42 38.31;+41 18 17.20; 197.7300; 28.03; 200.3000; 36.04;  0.76;  2.50
010.83717;+41.30589;I  ;00 43 20.92;+41 18 21.20; 122.9700;  7.51; 117.3600;  1.06;  0.46;  1.09
010.81742;+41.30583;S  ;00 43 16.18;+41 18 21.00; 328.3600; 17.02; 328.3600; 32.53;  0.43;  2.27
010.63462;+41.30461;S  ;00 42 32.31;+41 18 16.60; 192.7900; 36.81; 192.7900; 39.72;  0.86;  2.78
010.76404;+41.30567;S  ;00 43 03.37;+41 18 20.40; 335.4900; 19.88; 342.9500; 30.26;  0.74;  2.94
010.61242;+41.30386;S  ;00 42 26.98;+41 18 13.90; 248.7600; 25.84; 250.7900; 31.73;  0.64;  3.83
010.61683;+41.30425;S  ;00 42 28.04;+41 18 15.30; 228.4900; 27.47; 226.8200; 27.23;  1.45;  3.10
010.70733;+41.30500;S  ;00 42 49.76;+41 18 18.00; 302.6000; 15.12; 305.6000; 28.31;  0.87;  3.01
010.81204;+41.30511;S  ;00 43 14.89;+41 18 18.40; 201.7300; 30.99; 203.0600; 29.07;  0.89;  2.57
010.60925;+41.30444;S  ;00 42 26.22;+41 18 16.00; 160.6600; 23.89; 160.6600;  9.64;  0.86;  1.57
010.55733;+41.30422;S  ;00 42 13.76;+41 18 15.20; 265.9200; 31.63; 265.9200; 44.48;  0.56;  2.46
010.54729;+41.30461;I  ;00 42 11.35;+41 18 16.60; 115.1000; 19.01; 115.9700; 12.90;  0.47;  1.43
010.61867;+41.30467;S  ;00 42 28.48;+41 18 16.80; 204.2800; 29.79; 201.6100; 30.90;  0.65;  1.96
010.80500;+41.30517;S  ;00 43 13.20;+41 18 18.60; 189.3600; 21.35; 191.7100; 23.91;  0.67;  1.78
010.77096;+41.30511;S  ;00 43 05.03;+41 18 18.40; 278.0700; 12.83; 285.7900; 21.75;  0.64;  2.50
010.72158;+41.30553;S  ;00 42 53.18;+41 18 19.90; 215.8400; 19.51; 215.8400; 20.90;  0.81;  1.96
010.67017;+41.30497;S  ;00 42 40.84;+41 18 17.90; 196.4700; 28.35; 199.0100; 31.79;  0.98;  2.66
010.68312;+41.30539;S  ;00 42 43.95;+41 18 19.40; 277.8900; 22.69; 272.9800; 28.07;  0.88;  3.79
010.66621;+41.30567;S  ;00 42 39.89;+41 18 20.40; 296.6000; 14.24; 293.7800; 35.33;  0.68;  2.53
010.68187;+41.30469;I  ;00 42 43.65;+41 18 16.90;         ;      ;         ;      ;  0.85;  1.93
010.82396;+41.30569;S  ;00 43 17.75;+41 18 20.50; 106.0700; 26.59; 105.3400;  6.53;  0.51;  1.19
010.60133;+41.30475;S  ;00 42 24.32;+41 18 17.10; 277.8900; 18.00; 277.6800; 38.19;  0.55;  2.15
010.75346;+41.30622;I  ;00 43 00.83;+41 18 22.40; 215.8400; 12.68; 218.9100; 16.02;  0.53;  1.65
010.78546;+41.30597;I  ;00 43 08.51;+41 18 21.50;         ;      ;         ;      ;  0.89;  1.50
010.73125;+41.30547;S  ;00 42 55.50;+41 18 19.70; 205.7700; 15.46; 205.7700; 21.42;  0.67;  2.14
010.68413;+41.30550;S  ;00 42 44.19;+41 18 19.80; 266.0800;  9.36; 275.5900; 27.74;  0.75;  2.54
010.66412;+41.30542;S  ;00 42 39.39;+41 18 19.50; 252.8400; 16.19; 254.9300; 35.27;  0.78;  2.66
010.67125;+41.30344;S  ;00 42 41.10;+41 18 12.40; 209.8400; 22.24; 208.4200; 27.56;  0.90;  3.63
010.80150;+41.30608;S  ;00 43 12.36;+41 18 21.90; 250.9400; 22.23; 257.2200; 31.90;  0.79;  1.96
010.73696;+41.30547;I  ;00 42 56.87;+41 18 19.70; 220.4700; 16.62; 222.0600; 17.72;  0.81;  1.96
010.70042;+41.30553;S  ;00 42 48.10;+41 18 19.90; 314.9500; 13.61; 314.9600; 34.97;  0.83;  2.92
010.68492;+41.30592;S  ;00 42 44.38;+41 18 21.30; 293.9600; 18.86; 289.7800; 36.11;  0.90;  3.71
010.63821;+41.30458;S  ;00 42 33.17;+41 18 16.50; 302.4100;  6.89; 302.4200; 33.50;  0.61;  2.24
010.65987;+41.30539;S  ;00 42 38.37;+41 18 19.40; 257.0500; 23.96; 250.7900; 34.61;  0.73;  2.17
010.76967;+41.30536;S  ;00 43 04.72;+41 18 19.30; 261.5700; 29.73; 261.5700; 31.26;  0.83;  3.34
010.64137;+41.30472;S  ;00 42 33.93;+41 18 17.00; 233.6800; 29.04; 237.2800; 33.77;  0.92;  2.81
010.71400;+41.30403;S  ;00 42 51.36;+41 18 14.50; 181.5600; 27.14; 184.8300; 16.75;  1.19;  2.48
010.69421;+41.30367;S  ;00 42 46.61;+41 18 13.20; 308.6500; 37.61; 311.7800; 31.60;  1.66;  5.48
010.73529;+41.30311;S  ;00 42 56.47;+41 18 11.20; 362.5900; 18.95; 362.5900; 21.35;  2.20;  5.91
010.79054;+41.30519;S  ;00 43 09.73;+41 18 18.70; 268.3900; 22.59; 270.7500; 33.88;  0.71;  2.42
010.71200;+41.30611;I  ;00 42 50.88;+41 18 22.00; 195.3500;  3.74; 195.3500; 16.60;  0.73;  2.85
010.81121;+41.30622;I  ;00 43 14.69;+41 18 22.40; 308.6500;  6.60; 311.7800; 17.82;  0.53;  2.17
010.85067;+41.30572;S  ;00 43 24.16;+41 18 20.60; 314.9500; 20.11; 314.9600; 32.36;  0.49;  2.05
010.62542;+41.30539;S  ;00 42 30.10;+41 18 19.40; 280.4200;  8.71; 270.5900; 22.84;  0.60;  1.54
010.61796;+41.30531;I  ;00 42 28.31;+41 18 19.10;         ;      ;         ;      ;  0.40;  1.62
010.61058;+41.30533;S  ;00 42 26.54;+41 18 19.20; 305.4100; 17.22; 302.4200; 38.20;  0.47;  2.54
010.63863;+41.30508;S  ;00 42 33.27;+41 18 18.30; 239.1200; 30.45; 240.9900; 36.67;  0.83;  2.80
010.63675;+41.30506;S  ;00 42 32.82;+41 18 18.20; 218.7700; 27.64; 223.5300; 34.89;  0.76;  2.19
010.61942;+41.30503;S  ;00 42 28.66;+41 18 18.10; 237.2800; 19.62; 228.5000; 26.15;  0.59;  2.40
010.79229;+41.30594;I  ;00 43 10.15;+41 18 21.40; 321.5100;  4.18; 305.6000; 16.50;  0.49;  1.56
010.79308;+41.30633;I  ;00 43 10.34;+41 18 22.80; 187.0600; 11.97; 190.5300; 11.31;  0.57;  1.57
010.76842;+41.30617;S  ;00 43 04.42;+41 18 22.20; 311.7700; 14.09; 318.2000; 29.60;  0.66;  2.70
010.78221;+41.30589;S  ;00 43 07.73;+41 18 21.20; 280.5900; 22.62; 280.6000; 30.56;  0.78;  2.65
010.72600;+41.30567;I  ;00 42 54.24;+41 18 20.40; 142.9000; 19.99; 142.9000; 18.76;  0.85;  1.92
010.74833;+41.30644;S  ;00 42 59.60;+41 18 23.20; 305.6000;  8.31; 296.7900; 29.26;  0.56;  2.01
010.50179;+41.30411;S  ;00 42 00.43;+41 18 14.80; 288.1800; 23.37; 288.3000; 32.37;  0.47;  3.06
010.62083;+41.30453;I  ;00 42 29.00;+41 18 16.30; 291.0000; 14.83; 280.4300; 19.31;  0.68;  2.44
010.58871;+41.30497;S  ;00 42 21.29;+41 18 17.90; 256.2200; 27.32; 250.7900; 40.14;  0.56;  2.31
010.75213;+41.30539;S  ;00 43 00.51;+41 18 19.40; 253.0000; 20.26; 255.0900; 28.93;  0.72;  2.60
010.71362;+41.30594;S  ;00 42 51.27;+41 18 21.40; 270.7500; 18.06; 275.5900; 28.10;  0.92;  3.38
010.74817;+41.30539;I  ;00 42 59.56;+41 18 19.40; 121.0400; 13.17; 117.8100;  9.48;  0.75;  1.38
010.70100;+41.30589;S  ;00 42 48.24;+41 18 21.20; 212.8600; 10.97; 220.4700; 20.75;  0.74;  2.04
010.69721;+41.30519;S  ;00 42 47.33;+41 18 18.70; 259.3700; 10.54; 260.7300; 28.78;  0.89;  2.58
010.70725;+41.30561;S  ;00 42 49.74;+41 18 20.20; 273.1500; 20.32; 273.1500; 28.20;  0.97;  2.73
010.63804;+41.30592;S  ;00 42 33.13;+41 18 21.30; 338.9700;  8.91; 338.9800; 35.25;  0.56;  2.69
010.64679;+41.30564;I  ;00 42 35.23;+41 18 20.30;  62.3200; 10.00;  61.8200;  4.91;  0.75;  1.41
010.60533;+41.30467;S  ;00 42 25.28;+41 18 16.80; 240.9900; 26.23; 239.1200; 36.91;  0.72;  2.42
010.62292;+41.30547;S  ;00 42 29.50;+41 18 19.70; 207.7400; 25.85; 200.3000; 30.46;  0.56;  1.99
010.60417;+41.30572;S  ;00 42 25.00;+41 18 20.60; 358.6800; 19.63; 371.6500; 36.52;  0.54;  3.18
010.75900;+41.30581;S  ;00 43 02.16;+41 18 20.90; 220.4700; 21.68; 217.3600; 32.33;  0.80;  2.17
010.59287;+41.30469;S  ;00 42 22.29;+41 18 16.90; 121.4400; 24.92; 121.9200; 15.44;  0.74;  1.50
010.57662;+41.30536;S  ;00 42 18.39;+41 18 19.30; 239.1200; 20.84; 237.2800; 39.86;  0.51;  1.68
010.59950;+41.30553;S  ;00 42 23.88;+41 18 19.90; 217.2300; 18.67; 215.7100; 28.13;  0.56;  1.76
010.69321;+41.30389;I  ;00 42 46.37;+41 18 14.00;         ;      ;         ;      ;  0.98;  2.10
010.64421;+41.30361;N  ;00 42 34.61;+41 18 13.00;         ;      ;         ;      ;  2.48;  2.70
010.77954;+41.30569;S  ;00 43 07.09;+41 18 20.50; 183.7200; 28.20; 184.8300; 28.76;  0.94;  2.33
010.74621;+41.30628;S  ;00 42 59.09;+41 18 22.60; 146.2800; 22.83; 146.9800; 13.00;  0.65;  1.45
010.81250;+41.30619;S  ;00 43 15.00;+41 18 22.30; 296.7800;  9.55; 299.6700; 24.67;  0.41;  1.56
010.74200;+41.30556;I  ;00 42 58.08;+41 18 20.00; 180.5000; 19.13; 180.5000; 12.97;  0.78;  2.62
010.80675;+41.30611;S  ;00 43 13.62;+41 18 22.00; 283.1700; 16.57; 283.1700; 31.48;  0.46;  1.81
010.70900;+41.30533;S  ;00 42 50.16;+41 18 19.20; 311.5200; 16.09; 311.7800; 34.89;  0.81;  3.70
010.67946;+41.30586;S  ;00 42 43.07;+41 18 21.10; 235.4700; 18.50; 235.4700; 34.28;  0.81;  3.05
010.63500;+41.30536;S  ;00 42 32.40;+41 18 19.30; 239.1200; 33.01; 239.1200; 39.51;  0.98;  2.83
010.60646;+41.30589;S  ;00 42 25.55;+41 18 21.20;  16.4500;  6.20;  16.4500;  6.20;  0.49;  1.32
010.67267;+41.30589;S  ;00 42 41.44;+41 18 21.20; 208.4200; 20.34; 208.4200; 14.48;  0.71;  2.71
010.61021;+41.30475;S  ;00 42 26.45;+41 18 17.10; 305.4100; 29.15; 299.4800; 32.46;  0.57;  2.46
010.60567;+41.30522;S  ;00 42 25.36;+41 18 18.80; 314.7600; 20.63; 318.0100; 36.21;  0.56;  2.92
010.61267;+41.30536;S  ;00 42 27.04;+41 18 19.30; 280.4200;  9.86; 296.6000; 30.31;  0.52;  1.81
010.59275;+41.30556;S  ;00 42 22.26;+41 18 20.00; 263.6400; 30.95; 263.6500; 27.79;  0.57;  1.78
010.67054;+41.30567;S  ;00 42 40.93;+41 18 20.40; 188.0900; 22.56; 188.0900; 33.97;  0.97;  3.04
010.55675;+41.30539;S  ;00 42 13.62;+41 18 19.40; 179.3400; 25.66; 183.6100; 23.77;  0.53;  1.39
010.72967;+41.30553;S  ;00 42 55.12;+41 18 19.90; 328.3600; 19.55; 335.5000; 33.43;  0.87;  3.20
010.72879;+41.30628;S  ;00 42 54.91;+41 18 22.60; 296.7800;  6.53; 299.6700; 27.22;  0.71;  2.88
010.81550;+41.30492;S  ;00 43 15.72;+41 18 17.70; 209.9700; 27.22; 209.2900; 27.98;  1.10;  2.60
010.69871;+41.30506;S  ;00 42 47.69;+41 18 18.20; 200.4200; 19.72; 203.0600; 31.39;  0.98;  2.60
010.63929;+41.30325;S  ;00 42 33.43;+41 18 11.70; 197.7300; 33.38; 200.1400; 37.70;  0.88;  2.38
010.71754;+41.30619;S  ;00 42 52.21;+41 18 22.30; 230.3400; 14.13; 226.9500; 22.90;  0.73;  2.03
010.65142;+41.30414;S  ;00 42 36.34;+41 18 14.90; 259.2100; 26.07; 252.8400; 35.28;  0.92;  3.10
010.65587;+41.30556;S  ;00 42 37.41;+41 18 20.00; 215.7100; 25.14; 217.2300; 36.29;  1.01;  2.05
010.76887;+41.30500;S  ;00 43 04.53;+41 18 18.00; 230.3400; 16.84; 230.3400; 27.93;  0.88;  2.98
010.75937;+41.30625;S  ;00 43 02.25;+41 18 22.50; 177.3900; 20.34; 172.4300; 17.62;  0.76;  1.92
010.71108;+41.30506;S  ;00 42 50.66;+41 18 18.20; 182.6400; 24.05; 177.3900; 12.72;  1.38;  3.33
010.60954;+41.30619;S  ;00 42 26.29;+41 18 22.30; 188.0900; 28.21; 186.9500; 25.35;  0.64;  1.61
010.55967;+41.30517;S  ;00 42 14.32;+41 18 18.60; 185.8200; 24.68; 182.5300; 27.82;  0.51;  1.40
010.50529;+41.30486;S  ;00 42 01.27;+41 18 17.50; 207.0200; 40.28; 208.4200; 40.26;  0.60;  2.13
010.64975;+41.30533;S  ;00 42 35.94;+41 18 19.20; 259.2100; 14.76; 257.0600; 31.78;  0.69;  2.48
010.81212;+41.30678;S  ;00 43 14.91;+41 18 24.40; 244.9600;  8.72; 244.9700; 23.84;  0.48;  1.23
010.83108;+41.30653;S  ;00 43 19.46;+41 18 23.50; 130.7900; 22.45; 134.2000;  8.48;  0.67;  1.14
010.70617;+41.30503;I  ;00 42 49.48;+41 18 18.10; 175.3700; 19.72; 183.7300; 15.73;  1.50;  3.02
010.71671;+41.30561;I  ;00 42 52.01;+41 18 20.20; 184.8200; 18.74; 184.8300; 15.45;  0.96;  2.26
010.65525;+41.30611;S  ;00 42 37.26;+41 18 22.00; 254.9300; 27.51; 254.9300; 36.85;  0.69;  2.46
010.51658;+41.30525;I  ;00 42 03.98;+41 18 18.90; 163.2100; 15.77; 163.2100; 19.02;  0.46;  1.41
010.77308;+41.30519;I  ;00 43 05.54;+41 18 18.70; 571.5800; 14.44; 582.3700; 16.82;  1.41;  4.96
010.60187;+41.30556;S  ;00 42 24.45;+41 18 20.00; 248.7600; 32.92; 248.7700; 41.54;  0.68;  2.58
010.74729;+41.30661;S  ;00 42 59.35;+41 18 23.80; 244.9600; 20.36; 250.5700; 26.04;  0.79;  2.78
010.75013;+41.30594;S  ;00 43 00.03;+41 18 21.40; 183.7200; 23.27; 183.7300; 23.46;  1.10;  2.40
010.54229;+41.30519;S  ;00 42 10.15;+41 18 18.70; 128.5300; 25.18; 126.4200; 24.20;  0.64;  1.51
010.63383;+41.30611;I  ;00 42 32.12;+41 18 22.00; 179.1900; 16.09; 174.1400; 15.56;  0.60;  1.84
010.73071;+41.30578;S  ;00 42 55.37;+41 18 20.80; 217.3600; 14.51; 218.9100; 21.71;  0.73;  1.99
010.56592;+41.30572;S  ;00 42 15.82;+41 18 20.60; 296.6000; 22.58; 293.7800; 38.16;  0.52;  2.54
010.54933;+41.30564;SC ;00 42 11.84;+41 18 20.30;   4.8000; 30.59;   4.8100;  5.23;  0.44;  1.39
010.52833;+41.30550;S  ;00 42 06.80;+41 18 19.80; 291.0000; 10.74; 296.6000; 31.58;  0.54;  2.31
010.73679;+41.30694;S  ;00 42 56.83;+41 18 25.00; 311.7700; 10.00; 305.6000; 31.29;  0.59;  2.58
010.69487;+41.30569;S  ;00 42 46.77;+41 18 20.50; 417.1100; 17.43; 417.1100; 30.06;  0.93;  4.61
010.69783;+41.30608;S  ;00 42 47.48;+41 18 21.90; 218.9000; 21.33; 215.8400; 29.63;  0.92;  2.81
010.68625;+41.30569;I  ;00 42 44.70;+41 18 20.50;         ;      ;         ;      ;  0.84;  2.26
010.70712;+41.30617;S  ;00 42 49.71;+41 18 22.20; 246.9200; 27.77; 244.9700; 36.07;  1.04;  3.52
010.62983;+41.30575;S  ;00 42 31.16;+41 18 20.70; 235.4700; 13.44; 237.2800; 25.94;  0.60;  2.06
010.77662;+41.30642;S  ;00 43 06.39;+41 18 23.10; 318.2000; 27.10; 328.1000; 36.55;  0.78;  2.62
010.77746;+41.30678;S  ;00 43 06.59;+41 18 24.40; 324.9000; 23.14; 328.3600; 36.53;  0.64;  2.90
010.65062;+41.30631;S  ;00 42 36.15;+41 18 22.70; 146.1900; 27.72; 146.8900; 29.13;  0.88;  2.13
010.61900;+41.30617;S  ;00 42 28.56;+41 18 22.20; 285.6100; 20.44; 291.0100; 36.06;  0.57;  2.49
010.83829;+41.30650;S  ;00 43 21.19;+41 18 23.40; 225.2900; 20.30; 222.0600; 18.93;  0.57;  1.30
010.57483;+41.30625;S  ;00 42 17.96;+41 18 22.50; 194.0000;  8.33; 194.0100; 20.62;  0.39;  1.26
010.80208;+41.30639;S  ;00 43 12.50;+41 18 23.00; 257.2100; 19.58; 259.3800; 27.62;  0.67;  2.41
010.79758;+41.30669;S  ;00 43 11.42;+41 18 24.10; 164.9200; 21.89; 164.1800; 18.65;  0.79;  1.98
010.83537;+41.30611;S  ;00 43 20.49;+41 18 22.00; 140.3000; 35.75; 139.0400; 21.62;  0.85;  1.59
010.73479;+41.30569;S  ;00 42 56.35;+41 18 20.50; 178.4100; 24.71; 178.4100; 18.15;  1.03;  2.76
